Parcela;Especie;DAP
17;Jacaranda puberula;6,493521678
17;Jacaranda puberula;8,378083098
17;Jacaranda puberula;10,02676141
17;Jacaranda puberula;6,46169069
17;Annona rugulosa;7,575775291
17;Casearia decandra;5,220282133
17;Jacaranda puberula;11,39549393
17;Dasyphyllum tomentosum;32,18112949
18;Vernonanthura discolor;28,2340869
18;Duranta vestita;11,26816997
18;Duranta vestita;6,507393909
18;Araucaria angustifolia;5,092958179
18;Sapium glandulosum;21,40560027
18;Casearia decandra;6,398028712
18;Araucaria angustifolia;12,28676161
18;Duranta vestita;11,83654904
18;Sapium glandulosum;9,230986699
18;Sapium glandulosum;22,75915686
18;Vernonanthura discolor;24,28704432
18;Zanthoxylum rhoifolium;10,3450713
18;Araucaria angustifolia;19,67155097
18;Araucaria angustifolia;9,103662745
18;Araucaria angustifolia;32,4357774
18;Casearia decandra;7,970215135
18;Zanthoxylum rhoifolium;5,952394872
18;Araucaria angustifolia;19,95802986
18;Casearia decandra;6,436238492
18;Annona rugulosa;7,734930234
18;Araucaria angustifolia;29,85746732
18;Araucaria angustifolia;10,72704316
18;Sapium glandulosum;8,371550007
18;Zanthoxylum rhoifolium;8,97633879
18;Podocarpus lambertii;11,69774757
18;Sapium glandulosum;12,28676161
18;Lithraea brasiliensis;50,92958179
18;Podocarpus lambertii;27,88394603
18;Araucaria angustifolia;24,76450915
18;Cupania vernalis;6,270704758
18;Duranta vestita;6,207042781
18;Araucaria angustifolia;14,51493081
18;Araucaria angustifolia;12,52095314
18;Araucaria angustifolia;46,95070821
18;Araucaria angustifolia;23,93690344
18;Ilex dumosa;11,30000096
19;Casearia decandra;5,283944111
19;Banara tomentosa;5,220282133
19;Casearia decandra;5,729577951
19;Sapium glandulosum;5,634084985
19;Oreopanax fulvus;8,75352187
19;Vernonanthura discolor;12,95521237
19;Zanthoxylum rhoifolium;9,040000768
19;Sapium glandulosum;6,366197724
19;Zanthoxylum rhoifolium;12,66873347
19;Casearia decandra;5,665915974
19;Ilex paraguariensis;6,970986507
19;Allophylus guaraniticus;8,478881568
19;Casearia decandra;6,654503987
19;Quillaja brasiliensis;7,798592212
19;Cupania vernalis;5,602253997
19;Sapium glandulosum;6,079718826
19;Sapium glandulosum;8,180564075
19;Allophylus guaraniticus;6,780000576
19;Araucaria angustifolia;44,84986296
19;Myrsine umbellata;5,474930042
19;Casearia obliqua;33,35887607
19;Vernonanthura discolor;14,80140971
19;Duranta vestita;6,493521678
19;Podocarpus lambertii;22,18619907
19;Lamanonia ternata;12,63690248
19;Sapium glandulosum;5,506761031
19;Zanthoxylum rhoifolium;10,28140932
19;Annona rugulosa;10,92470878
19;Vernonanthura discolor;33,58380493
19;Myrsine umbellata;5,252113122
19;Vernonanthura discolor;22,34535401
19;Dicksonia sellowiana;20,49915667
19;Allophylus guaraniticus;5,254524007
19;Cedrela fissilis;19,79887492
19;Oreopanax fulvus;9,390141642
19;Oreopanax fulvus;5,092958179
20;Sapium glandulosum;6,620845633
20;Vernonanthura discolor;22,02704412
20;Dicksonia sellowiana;19,32141009
20;Lamanonia ternata;8,594366927
20;Dicksonia sellowiana;19,13042416
20;Cupania vernalis;6,238873769
20;Sapium glandulosum;14,45126883
20;Dicksonia sellowiana;37,4650736
20;Banara tomentosa;6,334366735
20;Dicksonia sellowiana;28,61605877
20;Sapium glandulosum;8,594366927
20;Matayba elaeagnoides;19,41690306
20;Dicksonia sellowiana;17,92084659
20;Lamanonia ternata;6,875493542
20;Dicksonia sellowiana;14,57859279
20;Lithraea brasiliensis;40,36169357
20;Casearia obliqua;10,09042339
20;Lamanonia ternata;5,570423008
20;Casearia decandra;9,89943746
20;Araucaria angustifolia;25,78310078
20;Myrsine coriacea;19,19408614
20;Araucaria angustifolia;6,620845633
20;Sapium glandulosum;10,82253613
20;Sapium glandulosum;11,87295875
20;Lamanonia ternata;13,36901522
20;Sapium glandulosum;12,54140952
20;Dicksonia sellowiana;27,6929601
20;Sapium glandulosum;7,8304232
20;Matayba elaeagnoides;5,888732894
20;Ocotea pulchella;30,90788995
20;Cupania vernalis;8,212395064
20;Dicksonia sellowiana;40,99831334
20;Dasyphyllum tomentosum;5,570423008
20;Symplocos uniflora;7,957747155
20;Dicksonia sellowiana;42,90817266
20;Sapium glandulosum;9,45380362
20;Lamanonia ternata;8,944507802
20;Sapium glandulosum;16,2338042
20;Dicksonia sellowiana;21,35859336
20;Dicksonia sellowiana;25,14648101
21;Zanthoxylum rhoifolium;8,817183847
21;Celtis iguanaea;5,443099054
21;Sapium glandulosum;8,75352187
21;Araucaria angustifolia;54,43099054
21;Celtis iguanaea;6,716338598
21;Celtis iguanaea;6,875493542
21;Dicksonia sellowiana;27,08817131
21;Casearia obliqua;8,562535938
21;Celtis iguanaea;7,130141451
21;Celtis iguanaea;28,58422778
21;Duranta vestita;8,276057041
21;Blepharocalyx salicifolius;7,257465405
21;Campomanesia xanthocarpa;6,143380803
21;Araucaria angustifolia;13,84648005
21;Banara tomentosa;5,634084985
21;Araucaria angustifolia;13,52817016
21;Dicksonia sellowiana;21,39042435
21;Casearia obliqua;11,71380381
21;Casearia obliqua;21,00845249
21;Casearia decandra;6,366197724
21;Casearia obliqua;13,71915609
21;Casearia decandra;8,53070495
21;Xylosma ciliatifolia;9,262817688
21;Casearia obliqua;6,851061109
21;Podocarpus lambertii;6,589014644
21;Casearia decandra;7,766761223
21;Casearia decandra;11,04535305
21;Lithraea brasiliensis;23,07746675
21;Sapium glandulosum;15,27887454
21;Casearia decandra;6,079718826
21;Araucaria angustifolia;6,716338598
21;Solanum sanctaecatharinae;12,00028271
21;Casearia decandra;5,474930042
21;Araucaria angustifolia;10,6315502
21;Banara tomentosa;7,766761223
21;Celtis iguanaea;7,60760628
21;Celtis iguanaea;6,207042781
22;Matayba elaeagnoides;12,25493062
22;Cinnamomum amoenum;41,57127114
22;Matayba elaeagnoides;15,43802948
22;Dalbergia frutescens;12,15943765
22;Matayba elaeagnoides;19,576058
22;Matayba elaeagnoides;18,36648043
22;Matayba elaeagnoides;5,315775099
22;Matayba elaeagnoides;16,99774792
22;Eugenia pyriformis;19,89436789
22;Matayba elaeagnoides;15,9473253
22;Matayba elaeagnoides;12,0321137
22;Matayba elaeagnoides;15,40619849
22;Matayba elaeagnoides;9,071831756
22;Coutarea hexandra;22,57927986
22;Xylosma ciliatifolia;9,390141642
22;Xylosma ciliatifolia;6,90732453
22;Xylosma ciliatifolia;5,76140894
22;Casearia obliqua;18,1754945
22;Casearia obliqua;18,52563538
22;Casearia decandra;5,665915974
22;Maytenus dasyclada;9,994930426
22;Matayba elaeagnoides;21,93155116
22;Podocarpus lambertii;6,334366735
22;Casearia decandra;33,07913645
22;Matayba elaeagnoides;14,2602829
23;Casearia obliqua;26,39451219
23;Dasyphyllum spinescens;13,56000115
23;Araucaria angustifolia;10,50422624
23;Casearia obliqua;18,87730601
23;Casearia obliqua;17,18873385
23;Araucaria angustifolia;12,35042358
23;Duranta vestita;12,49774768
23;Allophylus edulis;14,41943784
23;Casearia decandra;17,13069167
23;Xylosma ciliatifolia;5,315775099
23;Araucaria angustifolia;30,87605896
23;Xylosma ciliatifolia;7,512113314
23;Dasyphyllum tomentosum;40,58451049
23;Xylosma ciliatifolia;16,74639777
23;Lithraea brasiliensis;38,59895557
23;Araucaria angustifolia;16,774931
23;Machaerium paraguariense;12,0321137
23;Erythroxylum deciduum;7,703099246
23;Casearia obliqua;9,803944494
23;Casearia obliqua;12,38225457
23;Oreopanax fulvus;6,429859701
23;Casearia decandra;7,174622927
23;Casearia obliqua;6,589014644
23;Casearia decandra;11,39549393
23;Sapium glandulosum;30,81239698
23;Casearia obliqua;6,429859701
23;Solanum sanctaecatharinae;23,8778459
24;Ilex theezans;18,89187275
24;Jacaranda puberula;15,46986047
24;Annona rugulosa;10,09042339
24;Casearia decandra;6,047636535
24;Jacaranda puberula;6,970986507
24;Lithraea brasiliensis;27,18366428
24;Jacaranda puberula;16,64760705
24;Sapium glandulosum;14,57859279
24;Dalbergia frutescens;6,302535746
24;Lithraea brasiliensis;26,41972055
24;Myrsine umbellata;6,685189668
24;Allophylus edulis;5,315775099
24;Casearia obliqua;42,28770498
24;Duranta vestita;6,875493542
24;Jacaranda puberula;9,06741902
24;Cedrela fissilis;14,89690267
24;Annona rugulosa;7,448451337
24;Eugenia pyriformis;5,621932944
24;Araucaria angustifolia;16,83859298
24;Casearia obliqua;15,52301728
24;Xylosma ciliatifolia;5,856901906
24;Araucaria angustifolia;8,180564075
24;Jacaranda puberula;6,620845633
24;Casearia obliqua;6,970986507
24;Machaerium paraguariense;29,28450953
24;Casearia obliqua;6,366197724
24;Casearia decandra;9,294648677
24;Myrcia guianensis;5,665915974
24;Casearia decandra;5,570423008
24;Jacaranda puberula;11,4591559
24;Sapium glandulosum;6,207042781
24;Celtis iguanaea;6,748169587
24;Xylosma ciliatifolia;7,766761223
24;Lithraea brasiliensis;25,54442291
24;Jacaranda puberula;5,443099054
24;Sapium glandulosum;9,740282517
24;Sapium glandulosum;7,639437268
24;Zanthoxylum rhoifolium;16,2338042
24;Dasyphyllum tomentosum;39,152116
24;Allophylus guaraniticus;10,18591636
25;Casearia decandra;10,41418303
25;Myrcia hatschbachii;6,892052242
25;Myrcia multiflora;31,0352139
25;Casearia obliqua;17,3478888
25;Maytenus dasyclada;18,30281846
25;Campomanesia xanthocarpa;33,2504502
25;Araucaria angustifolia;22,28169203
25;Araucaria angustifolia;47,74648293
25;Casearia decandra;12,12760666
25;Lithraea brasiliensis;14,96056465
25;Casearia decandra;7,512113314
25;Myrcia guianensis;13,62366313
25;Araucaria angustifolia;43,76760935
25;Eugenia pyriformis;13,1461983
25;Podocarpus lambertii;23,23662169
25;Jacaranda puberula;7,098310462
25;Nectandra megapotamica;16,96591693
25;Myrcia palustris;7,098310462
25;Drimys brasiliensis;13,21449988
25;Araucaria angustifolia;8,53070495
25;Sapium glandulosum;15,62901541
25;Casearia decandra;7,507323651
25;Prunus myrtifolia;29,9211293
25;Cupania vernalis;25,87859375
25;Casearia decandra;7,766761223
26;Casearia decandra;9,660324849
26;Casearia obliqua;7,734930234
26;Sapium glandulosum;14,67408575
26;Duranta vestita;8,339719018
26;Sapium glandulosum;10,75887415
26;Sapium glandulosum;23,42760762
26;Cupania vernalis;13,59764546
26;Cupania vernalis;14,64225476
26;Cupania vernalis;11,7456348
26;Casearia obliqua;5,920563883
26;Casearia obliqua;8,944507802
26;Machaerium paraguariense;36,39046364
26;Casearia decandra;9,199155711
26;Podocarpus lambertii;6,811831564
26;Ocotea pulchella;49,42584881
26;Sapium glandulosum;18,36648043
26;Jacaranda puberula;7,60760628
26;Sapium glandulosum;7,352958371
26;Jacaranda puberula;8,021409132
26;Myrsine coriacea;26,35605858
26;Jacaranda puberula;14,06929697
26;Jacaranda puberula;7,289296394
26;Casearia decandra;8,435211984
26;Sapium glandulosum;13,71915609
26;Casearia decandra;7,384789359
26;Jacaranda puberula;9,230986699
26;Sapium glandulosum;20,9766215
26;Jacaranda puberula;17,76169165
26;Sapium glandulosum;8,085071109
26;Sapium glandulosum;7,862254189
26;Duranta vestita;7,416620348
26;Casearia decandra;5,315775099
26;Podocarpus lambertii;11,04535305
26;Sapium glandulosum;11,39549393
26;Annona rugulosa;8,849014836
27;Jacaranda puberula;10,37690229
27;Myrcia palustris;12,79605742
27;Sapium glandulosum;6,238873769
27;Podocarpus lambertii;7,289296394
27;Sapium glandulosum;5,729577951
27;Casearia decandra;6,716338598
27;Vernonanthura discolor;32,62676333
27;Solanum sanctaecatharinae;8,148733086
27;Prunus myrtifolia;11,33183195
27;Sapium glandulosum;15,69267739
27;Casearia decandra;8,276057041
27;Jacaranda puberula;7,862254189
27;Myrsine umbellata;6,238873769
27;Sapium glandulosum;29,57098843
27;Vernonanthura discolor;32,91324223
27;Casearia decandra;5,156620156
27;Jacaranda puberula;16,26563518
27;Vernonanthura discolor;33,67718596
27;Casearia obliqua;11,42732491
27;Maytenus dasyclada;13,75098708
27;Ocotea pulchella;19,48056503
27;Myrsine umbellata;16,04281826
27;Jacaranda puberula;6,175211792
27;Lamanonia ternata;45,4691829
27;Roupala montana;6,90732453
27;Lithraea brasiliensis;29,28450953
27;Ocotea pulchella;37,68789052
27;Casearia decandra;5,156620156
27;Eugenia pyriformis;13,11436731
27;Casearia obliqua;7,448451337
27;Araucaria angustifolia;13,91014203
27;Cupania vernalis;9,103662745
27;Podocarpus lambertii;6,079718826
27;Allophylus edulis;5,029296202
27;Lithraea brasiliensis;32,30845345
27;Podocarpus lambertii;9,071831756
27;Ocotea pulchella;32,1492985
28;Gochnatia polymorpha;5,773969368
28;Lamanonia ternata;11,42572882
28;Jacaranda puberula;15,08788861
28;Casearia decandra;5,220282133
28;Podocarpus lambertii;10,12225438
28;Sapium glandulosum;8,658028904
28;Sapium glandulosum;10,56788822
28;Jacaranda puberula;8,021409132
28;Matayba elaeagnoides;26,61070648
28;Duranta vestita;11,33478219
28;Duranta vestita;8,374030762
28;Jacaranda puberula;14,45126883
28;Dicksonia sellowiana;18,65295933
28;Lithraea brasiliensis;67,57718884
28;Araucaria angustifolia;39,34310193
28;Casearia decandra;6,620845633
28;Dasyphyllum tomentosum;17,50704374
28;Duranta vestita;7,867471709
28;Dasyphyllum spinescens;15,91549431
28;Sapium glandulosum;19,38507207
28;Celtis iguanaea;5,665915974
28;Drimys brasiliensis;11,26816997
28;Campomanesia xanthocarpa;18,5136265
28;Sapium glandulosum;16,90225496
28;Dalbergia frutescens;18,22829293
29;Podocarpus lambertii;6,366197724
29;Duranta vestita;11,18269338
29;Casearia obliqua;5,188451145
29;Campomanesia xanthocarpa;17,0614099
29;Casearia decandra;6,493521678
29;Casearia decandra;6,21234568
29;Jacaranda puberula;5,53859202
29;Jacaranda puberula;10,72704316
29;Sapium glandulosum;27,05634033
29;Lithraea brasiliensis;30,79111417
29;Sapium glandulosum;25,87859375
29;Zanthoxylum rhoifolium;15,78817035
29;Araucaria angustifolia;22,12253709
29;Myrsine umbellata;7,798592212
29;Jacaranda puberula;12,98704336
29;Zanthoxylum rhoifolium;15,75633937
29;Sapium glandulosum;7,225634416
29;Myrsine umbellata;21,70873424
29;Araucaria angustifolia;16,36112815
29;Araucaria angustifolia;6,748169587
29;Blepharocalyx salicifolius;21,74056523
29;Casearia decandra;5,53859202
30;Sebastiania commersoniana;11,06606505
30;Casearia decandra;10,12225438
30;Sebastiania commersoniana;28,77521371
30;Sebastiania commersoniana;6,302535746
30;Ocotea pulchella;24,41436827
30;Lithraea brasiliensis;17,3478888
30;Duranta vestita;6,811831564
30;Casearia decandra;5,920563883
30;Solanum pabstii;6,811831564
30;Araucaria angustifolia;5,474930042
30;Araucaria angustifolia;7,225634416
30;Cinnamomum amoenum;6,493521678
30;Nectandra megapotamica;7,002817496
30;Araucaria angustifolia;5,53859202
30;Allophylus edulis;12,3185926
30;Ocotea diospyrifolia;18,7484523
30;Dicksonia sellowiana;28,29774888
30;Araucaria angustifolia;33,13605915
30;Casearia decandra;11,36366294
30;Casearia decandra;8,785352859
30;Zanthoxylum rhoifolium;13,4326772
30;Zanthoxylum rhoifolium;12,54140952
30;Zanthoxylum rhoifolium;8,562535938
30;Ilex theezans;7,543944303
30;Allophylus edulis;9,008169779
30;Sebastiania commersoniana;5,220282133
30;Zanthoxylum rhoifolium;11,7456348
30;Erythroxylum deciduum;20,21267777
30;Sebastiania commersoniana;26,86535439
30;Sebastiania commersoniana;19,576058
30;Sebastiania commersoniana;22,69301702
30;Eugenia pyriformis;4,997465213
30;Sebastiania commersoniana;9,040000768
30;Sebastiania commersoniana;12,85912847
30;Sebastiania commersoniana;14,5467618
30;Casearia decandra;6,557183655
30;Lamanonia ternata;6,652676621
31;Prunus myrtifolia;31,99014356
31;Podocarpus lambertii;13,91014203
31;Machaerium paraguariense;8,594366927
31;Araucaria angustifolia;5,53859202
31;Myrsine umbellata;6,875493542
31;Araucaria angustifolia;5,920563883
31;Roupala montana;11,93662073
31;Cinnamomum amoenum;29,88929831
31;Cinnamomum amoenum;18,62112834
31;Araucaria angustifolia;16,13831123
31;Casearia decandra;7,734930234
31;Lithraea brasiliensis;34,66244125
31;Araucaria angustifolia;14,89690267
31;Duranta vestita;11,71380381
31;Lithraea brasiliensis;21,99521314
31;Myrsine umbellata;5,825070917
31;Duranta vestita;10,99423178
31;Ocotea puberula;42,74901771
31;Xylosma tweediana;6,065119037
31;Myrsine umbellata;6,716338598
31;Casearia decandra;8,53070495
31;Lithraea brasiliensis;38,60007117
31;Araucaria angustifolia;17,79352264
31;Machaerium paraguariense;17,18873385
31;Casearia decandra;6,46169069
31;Ocotea pulchella;33,6245093
31;Blepharocalyx salicifolius;7,002817496
31;Araucaria angustifolia;32,1492985
31;Podocarpus lambertii;6,079718826
31;Machaerium paraguariense;9,89943746
31;Blepharocalyx salicifolius;5,252113122
31;Myrrhinium atropurpureum;9,803944494
31;Roupala montana;37,7015587
31;Machaerium paraguariense;15,53776165
31;Machaerium paraguariense;13,62366313
31;Machaerium paraguariense;6,016056849
31;Ocotea pulchella;8,467042972
31;Lithraea brasiliensis;13,36901522
31;Myrcia palustris;8,339719018
31;Casearia decandra;8,296232883
31;Araucaria angustifolia;10,15408537
32;Podocarpus lambertii;7,862254189
32;Lamanonia ternata;5,888732894
32;Drimys brasiliensis;6,650848754
32;Araucaria angustifolia;11,77746579
32;Duranta vestita;7,428155235
32;Handroanthus albus;20,27491555
32;Lithraea brasiliensis;18,68479032
32;Ilex theezans;5,98422586
32;Myrsine umbellata;6,366197724
32;Duranta vestita;5,156620156
32;Duranta vestita;11,78064846
32;Araucaria angustifolia;44,43606011
32;Jacaranda puberula;11,80929678
32;Jacaranda puberula;10,79070514
32;Annona rugulosa;7,734930234
32;Myrsine coriacea;23,01380477
32;Prunus myrtifolia;13,94197301
32;Prunus myrtifolia;27,05634033
32;Symplocos uniflora;11,33183195
32;Jacaranda puberula;6,843662553
32;Jacaranda puberula;8,53070495
32;Myrcia palustris;18,93943823
32;Ocotea pulchella;23,39577663
32;Jacaranda puberula;14,5467618
32;Podocarpus lambertii;11,20450799
32;Araucaria angustifolia;9,199155711
32;Myrcia palustris;5,029296202
32;Jacaranda puberula;6,047887837
32;Araucaria angustifolia;14,00563499
32;Myrcia palustris;9,89943746
32;Casearia decandra;5,347606088
32;Jacaranda puberula;7,066479473
32;Araucaria angustifolia;39,59774984
32;Drimys brasiliensis;5,156620156
32;Casearia decandra;5,825070917
32;Symplocos uniflora;5,347606088
33;Blepharocalyx salicifolius;6,652676621
33;Myrcia guianensis;7,957747155
33;Casearia decandra;7,639437268
33;Myrsine umbellata;9,67662054
33;Lithraea brasiliensis;30,04845326
33;Ilex theezans;13,81464906
33;Casearia decandra;9,326479665
33;Vernonanthura discolor;32,27662246
33;Casearia decandra;6,493521678
33;Lamanonia ternata;15,50169146
33;Drimys brasiliensis;6,143380803
33;Cupania vernalis;10,18591636
33;Myrcia guianensis;6,111549815
33;Banara tomentosa;7,512113314
33;Casearia decandra;8,880845825
33;Myrcia guianensis;6,426943825
33;Casearia decandra;8,594366927
33;Podocarpus lambertii;12,15943765
33;Ocotea pulchella;16,17014222
33;Coutarea hexandra;6,047887837
33;Casearia decandra;11,7456348
33;Duranta vestita;7,321127382
33;Myrcia guianensis;13,973804
33;Myrcia hatschbachii;21,65323911
33;Lamanonia ternata;41,15746828
33;Zanthoxylum rhoifolium;11,07718404
33;Banara tomentosa;11,26816997
33;Banara tomentosa;15,02422663
33;Dicksonia sellowiana;33,07239717
34;Myrcia hatschbachii;8,721690881
34;Lamanonia ternata;31,57634071
34;Banara tomentosa;6,238873769
34;Clethra scabra;7,766761223
34;Myrcia hatschbachii;5,825070917
34;Myrcia hatschbachii;14,76957872
34;Myrcia hatschbachii;8,180564075
34;Prunus myrtifolia;27,43831219
34;Casearia decandra;7,766761223
34;Myrcia guianensis;5,977873222
34;Xylosma ciliatifolia;10,66338119
34;Araucaria angustifolia;12,3185926
34;Cupania vernalis;6,875493542
34;Clethra scabra;13,65549412
34;Ilex theezans;25,27380496
34;Casearia decandra;9,517465597
34;Lamanonia ternata;23,52310059
34;Lamanonia ternata;26,83352341
34;Solanum sanctaecatharinae;14,99876184
35;Casearia decandra;5,284327603
35;Zanthoxylum rhoifolium;11,93662073
35;Casearia decandra;5,793239929
35;Eugenia uruguayensis;5,315775099
35;Nectandra megapotamica;26,26056561
35;Zanthoxylum rhoifolium;6,302535746
35;Myrsine umbellata;6,270704758
35;Lamanonia ternata;12,09577567
35;Podocarpus lambertii;5,379437077
35;Araucaria angustifolia;13,84648005
35;Lamanonia ternata;13,46450819
35;Cinnamomum amoenum;6,652676621
35;Myrsine coriacea;10,28140932
35;Araucaria angustifolia;21,99521314
35;Lithraea brasiliensis;12,5732405
35;Lamanonia ternata;9,708451529
35;Ilex theezans;6,016056849
35;Myrsine umbellata;7,480282325
35;Podocarpus lambertii;10,21774735
35;Myrcia hatschbachii;10,20167046
35;Araucaria angustifolia;22,40901599
35;Casearia decandra;7,384789359
35;Lamanonia ternata;12,20522307
35;Zanthoxylum rhoifolium;11,96845172
35;Myrsine umbellata;8,116902098
35;Casearia decandra;6,334366735
35;Casearia decandra;7,098310462
35;Lamanonia ternata;41,98507399
35;Podocarpus lambertii;5,76140894
35;Ilex theezans;5,856901906
35;Ocotea pulchella;10,88619811
35;Cupania vernalis;12,25493062
36;Cupania vernalis;16,56361821
36;Casearia obliqua;9,358310654
36;Cupania vernalis;10,79070514
36;Casearia obliqua;6,207042781
36;Cupania vernalis;20,72830459
36;Cupania vernalis;11,58647986
36;Zanthoxylum rhoifolium;12,22309963
36;Duranta vestita;18,01633956
36;Scutia buxifolia;8,244226052
36;Casearia decandra;7,512113314
36;Sapium glandulosum;14,5467618
36;Allophylus guaraniticus;13,8376963
36;Sapium glandulosum;24,54169222
36;Sapium glandulosum;18,90760724
36;Annona rugulosa;13,46586263
36;Lithraea brasiliensis;17,44338176
36;Cupania vernalis;9,040000768
36;Casearia decandra;8,562535938
36;Cupania vernalis;8,435211984
36;Cupania vernalis;6,207042781
36;Duranta vestita;8,085071109
36;Podocarpus lambertii;28,45690382
36;Podocarpus lambertii;9,549296586
36;Prunus myrtifolia;16,20197321
36;Araucaria angustifolia;24,66901618
36;Lamanonia ternata;13,11436731
36;Podocarpus lambertii;14,5467618
36;Podocarpus lambertii;19,06676218
36;Scutia buxifolia;10,33590971
36;Cupania vernalis;16,00143798
37;Vernonanthura discolor;18,36648043
37;Symplocos uniflora;12,35042358
37;Ilex theezans;6,175211792
37;Cinnamomum amoenum;24,98732607
37;Ilex dumosa;10,86817355
37;Ilex dumosa;9,071831756
37;Myrrhinium atropurpureum;10,24957834
37;Myrsine umbellata;8,085071109
37;Lamanonia ternata;7,766761223
37;Jacaranda puberula;12,89155039
37;Lamanonia ternata;7,448451337
37;Jacaranda puberula;10,21774735
37;Casearia decandra;15,31404708
37;Myrcia guianensis;14,23201198
37;Matayba elaeagnoides;7,193803428
37;Sapium glandulosum;21,68669339
37;Sapium glandulosum;32,75408729
37;Matayba elaeagnoides;19,95802986
37;Ocotea pulchella;16,42479013
37;Dicksonia sellowiana;16,87042397
37;Dicksonia sellowiana;15,62901541
37;Dicksonia sellowiana;15,27887454
37;Ilex microdonta;16,830829
37;Ocotea pulchella;7,130141451
37;Allophylus edulis;5,06112719
37;Dicksonia sellowiana;22,18126631
37;Allophylus guaraniticus;6,175211792
37;Sapium glandulosum;12,44591655
37;Dicksonia sellowiana;19,19408614
37;Dicksonia sellowiana;18,30281846
37;Lamanonia ternata;32,97189567
37;Dicksonia sellowiana;14,00563499
37;Cupania vernalis;13,20986028
37;Prunus myrtifolia;6,238873769
37;Casearia decandra;9,820930422
37;Prunus myrtifolia;13,81464906
37;Maytenus boaria;12,41408556
37;Prunus myrtifolia;30,08028424
37;Clethra scabra;27,82028405
37;Ocotea pulchella;7,225634416
37;Sapium glandulosum;6,748169587
37;Drimys brasiliensis;11,90478974
37;Myrcia guianensis;11,82965621
37;Jacaranda puberula;15,56535343
37;Myrsine umbellata;22,75915686
37;Styrax leprosus;6,207042781
37;Prunus myrtifolia;10,37690229
37;Clethra scabra;11,42732491
37;Matayba elaeagnoides;8,75352187
37;Cinnamomum amoenum;17,15690287
37;Roupala montana;12,09577567
37;Podocarpus lambertii;29,85746732
37;Casearia obliqua;5,920563883
38;Prunus myrtifolia;11,93662073
38;Dicksonia sellowiana;19,98986085
38;Casearia obliqua;11,49098689
38;Cupania vernalis;5,252113122
38;Scutia buxifolia;9,772113506
38;Zanthoxylum rhoifolium;6,811831564
38;Ilex theezans;32,88141124
38;Ocotea puberula;35,39605934
38;Roupala montana;12,73239545
38;Myrsine umbellata;11,49098689
38;Styrax leprosus;13,52817016
38;Roupala montana;12,28676161
38;Lamanonia ternata;17,50704374
38;Styrax leprosus;14,96056465
38;Myrcia hatschbachii;8,276057041
38;Casearia decandra;58,56901906
38;Cupania vernalis;15,9473253
38;Casearia decandra;6,780000576
38;Lamanonia ternata;59,8422586
38;Myrcia hatschbachii;14,2602829
38;Cupania vernalis;6,238873769
38;Dicksonia sellowiana;20,88112853
38;Casearia obliqua;6,525352667
38;Dicksonia sellowiana;16,4884521
38;Lamanonia ternata;17,22056484
38;Myrcia hatschbachii;5,443099054
38;Eugenia pluriflora;7,445049813
38;Lithraea brasiliensis;17,31605781
38;Schinus terebinthifolius;10,24957834
38;Podocarpus lambertii;46,60056734
39;Casearia obliqua;5,634084985
39;Myrcia palustris;6,016056849
39;Nectandra megapotamica;6,525352667
39;Cupania vernalis;15,24704355
39;Sapium glandulosum;20,72197359
39;Jacaranda puberula;11,14084602
39;Celtis iguanaea;10,53605723
39;Myrsine umbellata;8,626197916
39;Jacaranda puberula;6,557183655
39;Lithraea brasiliensis;32,91324223
39;Cupania vernalis;17,8726395
39;Araucaria angustifolia;7,289296394
39;Ocotea pulchella;8,53070495
39;Zanthoxylum rhoifolium;5,252113122
39;Jacaranda puberula;10,98169107
39;Lithraea brasiliensis;23,61859355
39;Araucaria angustifolia;11,96845172
39;NI;9,390141642
39;Jacaranda puberula;12,41408556
39;NI;11,17267701
39;Cupania vernalis;7,20815531
39;Myrcia palustris;6,238873769
39;Myrcia guianensis;5,828200993
39;Zanthoxylum rhoifolium;6,589014644
39;Jacaranda puberula;10,47239526
39;Matayba elaeagnoides;7,575775291
39;Casearia obliqua;6,560041641
40;Podocarpus lambertii;5,570423008
40;Eugenia uniflora;6,254445026
40;Roupala montana;7,098310462
40;Matayba elaeagnoides;6,493521678
40;Ocotea puberula;11,4591559
40;Ocotea pulchella;9,517465597
40;Lithraea brasiliensis;10,98169107
40;Myrsine umbellata;6,589014644
40;Dalbergia frutescens;7,734930234
40;Machaerium paraguariense;7,066479473
40;Cupania vernalis;5,474930042
40;Ilex theezans;5,289789342
40;Lamanonia ternata;5,029296202
40;Zanthoxylum rhoifolium;10,50422624
40;Lithraea brasiliensis;8,594366927
40;Myrsine umbellata;9,908031168
40;Matayba elaeagnoides;9,040000768
40;Podocarpus lambertii;14,168366
40;Zanthoxylum rhoifolium;13,65549412
40;Prunus myrtifolia;14,35351717
40;Allophylus guaraniticus;7,661223693
40;Casearia decandra;5,634084985
40;Lithraea brasiliensis;8,371550007
40;Blepharocalyx salicifolius;5,156620156
40;Lamanonia ternata;6,429859701
40;Duranta vestita;7,225634416
40;Sebastiania commersoniana;5,634084985
40;Myrsine coriacea;25,46479089
40;Myrcia palustris;12,58532242
40;Lithraea brasiliensis;6,557183655
40;Dalbergia frutescens;5,807650887
40;Roupala montana;12,82788841
40;Symplocos uniflora;22,75915686
40;Lamanonia ternata;6,843662553
40;Podocarpus lambertii;7,448451337
